relation	pattern
associatedMusicalArtist	becomes involved in;
associatedMusicalArtist	was involved [[det]];
associatedMusicalArtist	get involved;
associatedMusicalArtist	also involved as;
associatedMusicalArtist	been involved by;
associatedMusicalArtist	not involved;
associatedMusicalArtist	also involved;
associatedMusicalArtist	[[con]] involved;
associatedMusicalArtist	becomes involved with;
associatedMusicalArtist	become involved with;
associatedMusicalArtist	been involved [[con]];
associatedMusicalArtist	more involved;
associatedMusicalArtist	died with;
associatedMusicalArtist	had died while;
associatedMusicalArtist	as died;
associatedMusicalArtist	that died;
associatedMusicalArtist	died just;
associatedMusicalArtist	died as;
associatedMusicalArtist	died c;
associatedMusicalArtist	[[det]] died;
associatedMusicalArtist	died by;
associatedMusicalArtist	after died;
associatedMusicalArtist	of died;
associatedMusicalArtist	had died;
associatedMusicalArtist	died before;
associatedMusicalArtist	[[con]] died;
associatedMusicalArtist	[[num]] died;
associatedMusicalArtist	[[adj]] died [[num]];
associatedMusicalArtist	died so;
associatedMusicalArtist	died while;
associatedMusicalArtist	died that;
associatedMusicalArtist	had died at;
associatedMusicalArtist	before died;
associatedMusicalArtist	who died was;
associatedMusicalArtist	died when;
associatedMusicalArtist	when died [[con]];
associatedMusicalArtist	died [[num]];
associatedMusicalArtist	died was;
associatedMusicalArtist	when died;
associatedMusicalArtist	has died [[con]];
associatedMusicalArtist	died soon;
associatedMusicalArtist	died [[con]];
associatedMusicalArtist	[[con]] died [[num]];
associatedMusicalArtist	died [[adj]];
associatedMusicalArtist	died after;
associatedMusicalArtist	[[adj]] died;
associatedMusicalArtist	until died;
associatedMusicalArtist	died where;
associatedMusicalArtist	where died;
associatedMusicalArtist	have died;
associatedMusicalArtist	had died [[con]];
associatedMusicalArtist	recorded [[det]] song along;
associatedMusicalArtist	recorded [[det]] song about;
associatedMusicalArtist	recorded [[det]] song by;
associatedMusicalArtist	often credited;
associatedMusicalArtist	[[det]] credited;
associatedMusicalArtist	been credited as;
associatedMusicalArtist	sometimes credited with;
associatedMusicalArtist	[[con]] credited;
associatedMusicalArtist	also credited by;
associatedMusicalArtist	credited for;
associatedMusicalArtist	[[adj]] credited;
associatedMusicalArtist	was credited with;
associatedMusicalArtist	sometimes credited as;
associatedMusicalArtist	was credited by;
associatedMusicalArtist	also credited as;
associatedMusicalArtist	was credited [[con]];
associatedMusicalArtist	credited [[con]];
associatedMusicalArtist	is credited on;
associatedMusicalArtist	also credited for;
associatedMusicalArtist	credited as;
associatedMusicalArtist	is credited as;
associatedMusicalArtist	is credited with;
associatedMusicalArtist	been credited with;
associatedMusicalArtist	also credited with;
associatedMusicalArtist	often credited as;
associatedMusicalArtist	often credited [[con]];
associatedMusicalArtist	also credited;
associatedMusicalArtist	is credited for;
associatedMusicalArtist	sometimes credited [[con]];
associatedMusicalArtist	was credited as;
associatedMusicalArtist	credited with;
associatedMusicalArtist	was credited;
associatedMusicalArtist	been credited;
associatedMusicalArtist	is credited [[con]];
associatedMusicalArtist	is credited by;
associatedMusicalArtist	credited by;
associatedMusicalArtist	is credited;
associatedMusicalArtist	father who;
associatedMusicalArtist	[[det]] father [[num]];
associatedMusicalArtist	father [[det]];
associatedMusicalArtist	[[adj]] father in;
associatedMusicalArtist	[[prp]] father s;
associatedMusicalArtist	of father;
associatedMusicalArtist	s father who;
associatedMusicalArtist	[[con]] father of;
associatedMusicalArtist	that father;
associatedMusicalArtist	[[adj]] father [[con]];
associatedMusicalArtist	[[det]] father when;
associatedMusicalArtist	[[prp]] father [[num]];
associatedMusicalArtist	[[det]] father of;
associatedMusicalArtist	[[det]] father;
associatedMusicalArtist	s father;
associatedMusicalArtist	father of;
associatedMusicalArtist	[[adj]] father of;
associatedMusicalArtist	[[prp]] father was;
associatedMusicalArtist	whose father was;
associatedMusicalArtist	[[adj]] father;
associatedMusicalArtist	to father;
associatedMusicalArtist	s father of;
associatedMusicalArtist	[[det]] father to;
associatedMusicalArtist	is father [[con]];
associatedMusicalArtist	[[pro]] father;
associatedMusicalArtist	[[prp]] father [[con]];
associatedMusicalArtist	was father to;
associatedMusicalArtist	as father;
associatedMusicalArtist	is father to;
associatedMusicalArtist	father is;
associatedMusicalArtist	[[prp]] father;
associatedMusicalArtist	with father;
associatedMusicalArtist	[[det]] father in;
associatedMusicalArtist	[[con]] father;
associatedMusicalArtist	father [[con]];
associatedMusicalArtist	[[det]] father was;
associatedMusicalArtist	s father [[num]];
associatedMusicalArtist	is father;
associatedMusicalArtist	s father [[con]];
associatedMusicalArtist	s father as;
associatedMusicalArtist	was father;
associatedMusicalArtist	s father was;
associatedMusicalArtist	father was;
associatedMusicalArtist	[[det]] father [[det]];
associatedMusicalArtist	[[prp]] father [[det]];
associatedMusicalArtist	s father [[det]];
associatedMusicalArtist	was father of;
associatedMusicalArtist	[[det]] father [[con]];
associatedMusicalArtist	whose father;
associatedMusicalArtist	s father to;
associatedMusicalArtist	appearances for;
associatedMusicalArtist	[[adj]] appearances [[adj]];
associatedMusicalArtist	[[num]] appearances at;
associatedMusicalArtist	[[adj]] appearances for;
associatedMusicalArtist	[[num]] appearances as;
associatedMusicalArtist	[[num]] appearances [[det]];
associatedMusicalArtist	[[num]] appearances with;
associatedMusicalArtist	[[adj]] appearances with;
associatedMusicalArtist	[[num]] appearances in;
associatedMusicalArtist	more appearances with;
associatedMusicalArtist	more appearances for;
associatedMusicalArtist	[[num]] appearances [[con]];
associatedMusicalArtist	appearances with;
associatedMusicalArtist	more appearances against;
associatedMusicalArtist	made appearances for;
associatedMusicalArtist	[[adj]] appearances against;
associatedMusicalArtist	[[num]] appearances against;
associatedMusicalArtist	made appearances against;
associatedMusicalArtist	[[num]] appearances [[num]];
associatedMusicalArtist	[[num]] appearances;
associatedMusicalArtist	[[adj]] appearances [[num]];
associatedMusicalArtist	[[num]] appearances for;
associatedMusicalArtist	were awarded by;
associatedMusicalArtist	been awarded [[num]];
associatedMusicalArtist	was awarded [[prp]];
associatedMusicalArtist	was awarded with;
associatedMusicalArtist	awarded [[pro]];
associatedMusicalArtist	been awarded with;
associatedMusicalArtist	was awarded;
associatedMusicalArtist	[[con]] awarded;
associatedMusicalArtist	was awarded as;
associatedMusicalArtist	being awarded [[det]];
associatedMusicalArtist	awarded to;
associatedMusicalArtist	also awarded;
associatedMusicalArtist	also awarded with;
associatedMusicalArtist	which awarded;
associatedMusicalArtist	[[num]] awarded;
associatedMusicalArtist	was awarded [[num]];
associatedMusicalArtist	is awarded by;
associatedMusicalArtist	[[con]] pianist;
associatedMusicalArtist	with pianist;
associatedMusicalArtist	[[adj]] pianist;
associatedMusicalArtist	[[det]] pianist;
associatedMusicalArtist	pianist [[con]];
associatedMusicalArtist	was working at;
associatedMusicalArtist	[[adj]] working;
associatedMusicalArtist	currently working at;
associatedMusicalArtist	currently working for;
associatedMusicalArtist	been working [[det]];
associatedMusicalArtist	[[num]] working for;
associatedMusicalArtist	working at;
associatedMusicalArtist	currently working from;
associatedMusicalArtist	is working at;
associatedMusicalArtist	then working for;
associatedMusicalArtist	still working for;
associatedMusicalArtist	while working for;
associatedMusicalArtist	now working at;
associatedMusicalArtist	now working as;
associatedMusicalArtist	currently working in;
associatedMusicalArtist	currently working towards;
associatedMusicalArtist	while working at;
associatedMusicalArtist	was working for;
associatedMusicalArtist	at working;
associatedMusicalArtist	been working at;
associatedMusicalArtist	in working for;
associatedMusicalArtist	working for;
associatedMusicalArtist	[[det]] working at;
associatedMusicalArtist	now working for;
associatedMusicalArtist	is working for;
associatedMusicalArtist	been working for;
associatedMusicalArtist	[[det]] youngest member of;
associatedMusicalArtist	s known with artists [[adj]];
associatedMusicalArtist	well known artists [[adj]];
associatedMusicalArtist	also known with [[adj]] artists;
associatedMusicalArtist	[[det]] guest appearance;
associatedMusicalArtist	[[adj]] guest appearance to;
associatedMusicalArtist	[[det]] guest appearance on;
associatedMusicalArtist	[[det]] guest appearance with;
associatedMusicalArtist	[[det]] guest appearance as;
associatedMusicalArtist	to return by;
associatedMusicalArtist	to return as;
associatedMusicalArtist	[[mod]] return as;
associatedMusicalArtist	that return;
associatedMusicalArtist	[[mod]] return;
associatedMusicalArtist	[[mod]] return with;
associatedMusicalArtist	return [[con]];
associatedMusicalArtist	in return for;
associatedMusicalArtist	[[prp]] return;
associatedMusicalArtist	to return when;
associatedMusicalArtist	not return;
associatedMusicalArtist	to return while;
associatedMusicalArtist	to return;
associatedMusicalArtist	s return;
associatedMusicalArtist	[[det]] return of;
associatedMusicalArtist	to return after;
associatedMusicalArtist	return as;
associatedMusicalArtist	[[adj]] return;
associatedMusicalArtist	in return;
associatedMusicalArtist	s return [[con]];
associatedMusicalArtist	[[con]] return;
associatedMusicalArtist	return with;
associatedMusicalArtist	[[mod]] return when;
associatedMusicalArtist	[[det]] return [[con]];
associatedMusicalArtist	to return [[con]];
associatedMusicalArtist	[[det]] return;
associatedMusicalArtist	[[adj]] partnership with;
associatedMusicalArtist	[[adj]] partnership;
associatedMusicalArtist	[[det]] partnership;
associatedMusicalArtist	[[det]] partnership with;
associatedMusicalArtist	[[det]] partnership between;
associatedMusicalArtist	also played [[con]] toured with;
associatedMusicalArtist	has toured [[con]] played with;
associatedMusicalArtist	toured [[con]] played with;
associatedMusicalArtist	played [[con]] toured with;
associatedMusicalArtist	has played [[con]] toured with;
associatedMusicalArtist	[[adj]] material;
associatedMusicalArtist	material to;
associatedMusicalArtist	material for;
associatedMusicalArtist	of material;
associatedMusicalArtist	material from;
associatedMusicalArtist	then moved [[con]] joined;
associatedMusicalArtist	moved [[con]] joined;
associatedMusicalArtist	joined [[con]] moved to;
associatedMusicalArtist	joined [[con]] then moved to;
associatedMusicalArtist	moved where joined;
associatedMusicalArtist	then moved [[con]] joined [[det]];
associatedMusicalArtist	moved where joined [[det]];
associatedMusicalArtist	joined then moved to;
associatedMusicalArtist	moved [[con]] joined in;
associatedMusicalArtist	moved [[con]] joined at;
associatedMusicalArtist	joined [[con]] moved on;
associatedMusicalArtist	moved [[con]] joined [[det]];
associatedMusicalArtist	moved when joined;
associatedMusicalArtist	moved back [[con]] joined;
associatedMusicalArtist	[[con]] vocals;
associatedMusicalArtist	vocals on;
associatedMusicalArtist	vocals from;
associatedMusicalArtist	vocals [[con]];
associatedMusicalArtist	[[adj]] vocals [[con]];
associatedMusicalArtist	vocals with;
associatedMusicalArtist	vocals by;
associatedMusicalArtist	[[adj]] vocals;
associatedMusicalArtist	[[adj]] session guitarist;
associatedMusicalArtist	[[det]] session guitarist for;
associatedMusicalArtist	also featured on album;
associatedMusicalArtist	is featured on album;
associatedMusicalArtist	was featured on album;
associatedMusicalArtist	songwriting [[con]] music team with;
associatedMusicalArtist	[[adj]] stages;
associatedMusicalArtist	stages with;
associatedMusicalArtist	[[con]] signing;
associatedMusicalArtist	signing [[con]];
associatedMusicalArtist	[[adj]] signing [[con]];
associatedMusicalArtist	[[adj]] signing;
associatedMusicalArtist	[[adj]] signing of;
associatedMusicalArtist	for signing;
associatedMusicalArtist	[[det]] signing of;
associatedMusicalArtist	divorced from;
associatedMusicalArtist	divorced [[con]];
associatedMusicalArtist	is divorced from;
associatedMusicalArtist	divorced [[prp]];
associatedMusicalArtist	[[con]] divorced;
associatedMusicalArtist	contacted;
associatedMusicalArtist	perform with;
associatedMusicalArtist	perform as;
associatedMusicalArtist	to replace;
associatedMusicalArtist	to replace as;
associatedMusicalArtist	to replace with;
associatedMusicalArtist	[[con]] replace;
associatedMusicalArtist	to replace [[pro]];
associatedMusicalArtist	[[mod]] replace [[det]];
associatedMusicalArtist	[[mod]] replace as;
associatedMusicalArtist	to replace [[adj]];
associatedMusicalArtist	to replace [[det]];
associatedMusicalArtist	to replace [[con]];
associatedMusicalArtist	to replace [[prp]];
associatedMusicalArtist	[[mod]] replace;
associatedMusicalArtist	to replace who;
associatedMusicalArtist	[[mod]] replace [[con]];
associatedMusicalArtist	[[det]] touring drummer for;
associatedMusicalArtist	gave;
associatedMusicalArtist	alternated between;
associatedMusicalArtist	tracks down;
associatedMusicalArtist	joined forces with;
associatedMusicalArtist	had joined forces with;
associatedMusicalArtist	has joined forces with;
associatedMusicalArtist	[[con]] joined forces with;
associatedMusicalArtist	joined [[det]] forces of;
associatedMusicalArtist	also joined forces with;
associatedMusicalArtist	then joined forces with;
associatedMusicalArtist	joined forces;
associatedMusicalArtist	began working with [[adj]] musicians including;
associatedMusicalArtist	began working including at;
associatedMusicalArtist	gained fame as;
associatedMusicalArtist	gained [[adj]] fame;
associatedMusicalArtist	gained fame;
associatedMusicalArtist	concerts with;
associatedMusicalArtist	played in [[adj]] bands of;
associatedMusicalArtist	also played in bands;
associatedMusicalArtist	played with bands;
associatedMusicalArtist	played with [[det]] bands of;
associatedMusicalArtist	played with [[adj]] bands [[adj]];
associatedMusicalArtist	played in [[det]] bands of;
associatedMusicalArtist	also played with [[det]] bands of;
associatedMusicalArtist	played [[det]] [[adj]] bands of;
associatedMusicalArtist	played with [[adj]] bands of;
associatedMusicalArtist	later say;
associatedMusicalArtist	to say that;
associatedMusicalArtist	to say;
associatedMusicalArtist	[[con]] say;
associatedMusicalArtist	say [[con]];
associatedMusicalArtist	[[mod]] say;
associatedMusicalArtist	not say;
associatedMusicalArtist	say that;
associatedMusicalArtist	[[mod]] say that;
associatedMusicalArtist	[[mod]] say [[adj]];
associatedMusicalArtist	to say [[det]];
associatedMusicalArtist	say [[det]];
associatedMusicalArtist	to say is;
associatedMusicalArtist	say was;
associatedMusicalArtist	to say about;
associatedMusicalArtist	has noted that;
associatedMusicalArtist	is noted for;
associatedMusicalArtist	also noted that;
associatedMusicalArtist	noted by;
associatedMusicalArtist	noted as;
associatedMusicalArtist	been noted by;
associatedMusicalArtist	[[con]] noted;
associatedMusicalArtist	has noted;
associatedMusicalArtist	by noted;
associatedMusicalArtist	[[adj]] noted;
associatedMusicalArtist	was noted [[con]];
associatedMusicalArtist	[[det]] noted;
associatedMusicalArtist	also noted by;
associatedMusicalArtist	also noted with;
associatedMusicalArtist	noted [[adj]];
associatedMusicalArtist	noted [[det]];
associatedMusicalArtist	was noted by;
associatedMusicalArtist	was noted to;
associatedMusicalArtist	was noted with;
associatedMusicalArtist	is noted as;
associatedMusicalArtist	noted [[prp]];
associatedMusicalArtist	also noted;
associatedMusicalArtist	is noted by;
associatedMusicalArtist	was noted as;
associatedMusicalArtist	also noted for;
associatedMusicalArtist	was noted for;
associatedMusicalArtist	was noted that;
associatedMusicalArtist	particularly noted;
associatedMusicalArtist	is noted in;
associatedMusicalArtist	with noted;
associatedMusicalArtist	was noted in;
associatedMusicalArtist	is noted [[con]];
associatedMusicalArtist	noted that;
associatedMusicalArtist	is noted;
associatedMusicalArtist	is noted with;
associatedMusicalArtist	noted in;
associatedMusicalArtist	[[det]] road with;
associatedMusicalArtist	participated in album;
associatedMusicalArtist	also traveled as;
associatedMusicalArtist	traveled as;
associatedMusicalArtist	traveled with;
associatedMusicalArtist	had traveled with;
associatedMusicalArtist	has traveled with;
associatedMusicalArtist	[[num]] traveled;
associatedMusicalArtist	traveled for;
associatedMusicalArtist	[[con]] traveled;
associatedMusicalArtist	also traveled with;
associatedMusicalArtist	that traveled;
associatedMusicalArtist	then traveled where;
associatedMusicalArtist	later traveled with;
associatedMusicalArtist	when traveled;
associatedMusicalArtist	traveled where;
associatedMusicalArtist	then traveled with;
associatedMusicalArtist	then traveled;
associatedMusicalArtist	concerts [[con]];
associatedMusicalArtist	returned where worked;
associatedMusicalArtist	returned [[con]] worked with;
associatedMusicalArtist	returned where worked with;
associatedMusicalArtist	returned [[con]] worked;
associatedMusicalArtist	returned [[con]] worked as;
associatedMusicalArtist	meets;
associatedMusicalArtist	vocals to;
associatedMusicalArtist	claimed that offered;
associatedMusicalArtist	trio with;
associatedMusicalArtist	[[adj]] trio with;
associatedMusicalArtist	[[adj]] trio [[con]];
associatedMusicalArtist	[[det]] trio with;
associatedMusicalArtist	remained at;
associatedMusicalArtist	has remained;
associatedMusicalArtist	remained with;
associatedMusicalArtist	[[con]] remained at;
associatedMusicalArtist	also remained [[adj]];
associatedMusicalArtist	remained there;
associatedMusicalArtist	has remained [[adj]];
associatedMusicalArtist	remained to;
associatedMusicalArtist	has remained at;
associatedMusicalArtist	remained of;
associatedMusicalArtist	also remained of;
associatedMusicalArtist	has remained with;
associatedMusicalArtist	remained on;
associatedMusicalArtist	remained for;
associatedMusicalArtist	remained before;
associatedMusicalArtist	remained [[det]];
associatedMusicalArtist	[[det]] appearance with;
associatedMusicalArtist	[[adj]] appearance when;
associatedMusicalArtist	[[det]] appearance of;
associatedMusicalArtist	[[det]] appearance as;
associatedMusicalArtist	[[num]] appearance with;
associatedMusicalArtist	[[num]] appearance as;
associatedMusicalArtist	[[det]] appearance where;
associatedMusicalArtist	[[adj]] appearance as;
associatedMusicalArtist	[[det]] appearance [[con]];
associatedMusicalArtist	[[adj]] appearance;
associatedMusicalArtist	[[prp]] appearance;
associatedMusicalArtist	[[adj]] appearance by;
associatedMusicalArtist	appearance of;
associatedMusicalArtist	s appearance;
associatedMusicalArtist	[[adj]] appearance where;
associatedMusicalArtist	[[adj]] appearance [[adj]];
associatedMusicalArtist	[[det]] appearance;
associatedMusicalArtist	[[adj]] appearance [[con]];
associatedMusicalArtist	appearance on;
associatedMusicalArtist	[[det]] appearance by;
associatedMusicalArtist	[[adj]] appearance with;
associatedMusicalArtist	s appearance with;
associatedMusicalArtist	also shared stage with;
associatedMusicalArtist	has shared [[det]] stage;
associatedMusicalArtist	[[con]] shared [[det]] stage with;
associatedMusicalArtist	had shared [[det]] stage with;
associatedMusicalArtist	also says;
associatedMusicalArtist	[[con]] says to;
associatedMusicalArtist	says is;
associatedMusicalArtist	[[con]] says that;
associatedMusicalArtist	also says that;
associatedMusicalArtist	which says;
associatedMusicalArtist	says in;
associatedMusicalArtist	[[det]] says;
associatedMusicalArtist	says [[con]];
associatedMusicalArtist	[[num]] says;
associatedMusicalArtist	says [[adj]];
associatedMusicalArtist	that says;
associatedMusicalArtist	says [[pro]];
associatedMusicalArtist	says [[mod]];
associatedMusicalArtist	says was;
associatedMusicalArtist	says [[num]];
associatedMusicalArtist	says that;
associatedMusicalArtist	[[con]] says;
associatedMusicalArtist	says had;
associatedMusicalArtist	[[con]] says [[pro]];
associatedMusicalArtist	[[pro]] says;
associatedMusicalArtist	says to;
associatedMusicalArtist	says of;
associatedMusicalArtist	says has;
associatedMusicalArtist	when says;
associatedMusicalArtist	says [[det]];
associatedMusicalArtist	then says that;
associatedMusicalArtist	as says;
associatedMusicalArtist	has worked with [[adj]] performers [[adj]];
associatedMusicalArtist	also performed [[det]] medley;
associatedMusicalArtist	performed [[det]] medley;
associatedMusicalArtist	officially joined;
associatedMusicalArtist	officially joined [[det]];
associatedMusicalArtist	formed [[det]] punk band;
associatedMusicalArtist	revealed to;
associatedMusicalArtist	revealed [[det]];
associatedMusicalArtist	has revealed that;
associatedMusicalArtist	[[con]] revealed;
associatedMusicalArtist	revealed that;
associatedMusicalArtist	[[con]] revealed that;
associatedMusicalArtist	revealed [[prp]];
associatedMusicalArtist	later revealed that;
associatedMusicalArtist	later revealed to;
associatedMusicalArtist	is revealed to;
associatedMusicalArtist	also revealed that;
associatedMusicalArtist	revealed [[pro]];
associatedMusicalArtist	is revealed;
associatedMusicalArtist	was revealed;
associatedMusicalArtist	then moved where met;
associatedMusicalArtist	moved where met;
associatedMusicalArtist	moved where met [[con]];
associatedMusicalArtist	moved [[con]] met;
associatedMusicalArtist	then moved where met [[con]];
associatedMusicalArtist	produced songs for;
associatedMusicalArtist	also produced [[adj]] songs as;
associatedMusicalArtist	has produced songs for;
associatedMusicalArtist	produced more songs for;
associatedMusicalArtist	recruited;
associatedMusicalArtist	also appears on;
associatedMusicalArtist	appears [[con]];
associatedMusicalArtist	also appears in;
associatedMusicalArtist	appears when;
associatedMusicalArtist	appears as;
associatedMusicalArtist	also appears to;
associatedMusicalArtist	first appears when;
associatedMusicalArtist	appears [[det]];
associatedMusicalArtist	appears where;
associatedMusicalArtist	also appears [[num]];
associatedMusicalArtist	also appears with;
associatedMusicalArtist	also appears [[adj]];
associatedMusicalArtist	which appears;
associatedMusicalArtist	as appears;
associatedMusicalArtist	first appears in;
associatedMusicalArtist	then appears with;
associatedMusicalArtist	appears by;
associatedMusicalArtist	also appears as;
associatedMusicalArtist	[[pro]] appears in;
associatedMusicalArtist	[[con]] appears;
associatedMusicalArtist	also appears [[det]];
associatedMusicalArtist	appears for;
associatedMusicalArtist	also appears;
associatedMusicalArtist	appears in;
associatedMusicalArtist	appears of;
associatedMusicalArtist	appears only;
associatedMusicalArtist	also appears by;
associatedMusicalArtist	appears to;
associatedMusicalArtist	appears that;
associatedMusicalArtist	appears with;
associatedMusicalArtist	first appears;
associatedMusicalArtist	appears [[adj]];
associatedMusicalArtist	first appears as;
associatedMusicalArtist	currently appears as;
associatedMusicalArtist	appears again;
associatedMusicalArtist	also worked extensively with;
associatedMusicalArtist	also worked extensively [[det]];
associatedMusicalArtist	worked extensively with;
associatedMusicalArtist	has worked extensively with;
associatedMusicalArtist	also worked extensively [[con]];
associatedMusicalArtist	also worked extensively;
associatedMusicalArtist	worked extensively;
associatedMusicalArtist	has worked extensively as;
associatedMusicalArtist	has toured extensively with;
associatedMusicalArtist	toured extensively [[num]] including dates with;
associatedMusicalArtist	has toured extensively including performances;
associatedMusicalArtist	has toured extensively with including [[det]];
associatedMusicalArtist	joined group;
associatedMusicalArtist	joined [[det]] group with;
associatedMusicalArtist	joined in supporting;
associatedMusicalArtist	debuted in;
associatedMusicalArtist	debuted against;
associatedMusicalArtist	debuted for;
associatedMusicalArtist	debuted with;
associatedMusicalArtist	debuted [[prp]];
associatedMusicalArtist	which debuted on;
associatedMusicalArtist	debuted [[num]];
associatedMusicalArtist	formed with guitarist;
associatedMusicalArtist	formed with [[adj]] guitarist;
associatedMusicalArtist	cofounded [[det]] band;
associatedMusicalArtist	released [[det]] produced;
associatedMusicalArtist	formed [[det]] [[adj]] band called;
associatedMusicalArtist	formed [[det]] band called;
associatedMusicalArtist	[[prp]] stage name;
associatedMusicalArtist	[[det]] stage [[adj]];
associatedMusicalArtist	s stage;
associatedMusicalArtist	stage name;
associatedMusicalArtist	[[det]] stage [[con]];
associatedMusicalArtist	[[det]] stage name;
associatedMusicalArtist	[[prp]] stage;
associatedMusicalArtist	on stage with;
associatedMusicalArtist	on stage;
associatedMusicalArtist	[[adj]] stage;
associatedMusicalArtist	was founding member of;
associatedMusicalArtist	[[det]] founding member of;
associatedMusicalArtist	founding member of;
associatedMusicalArtist	[[det]] founding member [[det]];
associatedMusicalArtist	[[con]] founding member of;
associatedMusicalArtist	[[adj]] founding member of;
associatedMusicalArtist	was founding member [[con]];
associatedMusicalArtist	impressed with;
associatedMusicalArtist	been impressed by;
associatedMusicalArtist	also impressed;
associatedMusicalArtist	was impressed;
associatedMusicalArtist	was impressed by;
associatedMusicalArtist	impressed by;
associatedMusicalArtist	was impressed with;
associatedMusicalArtist	been impressed;
associatedMusicalArtist	was impressed [[con]];
associatedMusicalArtist	impressed [[con]];
associatedMusicalArtist	impressed [[det]];
associatedMusicalArtist	[[con]] impressed;
associatedMusicalArtist	very briefly;
associatedMusicalArtist	was briefly;
associatedMusicalArtist	briefly became;
associatedMusicalArtist	was briefly [[adj]];
associatedMusicalArtist	briefly [[con]];
associatedMusicalArtist	also briefly;
associatedMusicalArtist	was briefly [[con]];
associatedMusicalArtist	was briefly [[det]];
associatedMusicalArtist	then briefly;
associatedMusicalArtist	had briefly;
associatedMusicalArtist	briefly [[adj]];
associatedMusicalArtist	[[con]] briefly;
associatedMusicalArtist	is briefly;
associatedMusicalArtist	briefly with;
associatedMusicalArtist	invited join;
associatedMusicalArtist	invited to join [[pro]];
associatedMusicalArtist	invited to join;
associatedMusicalArtist	[[con]] invited join;
associatedMusicalArtist	music at;
associatedMusicalArtist	also called up;
associatedMusicalArtist	now called in;
associatedMusicalArtist	was called for;
associatedMusicalArtist	was called at;
associatedMusicalArtist	was called in;
associatedMusicalArtist	first called up;
associatedMusicalArtist	be called up;
associatedMusicalArtist	had called [[det]];
associatedMusicalArtist	again called up;
associatedMusicalArtist	then called [[det]];
associatedMusicalArtist	was called up;
associatedMusicalArtist	was called from;
associatedMusicalArtist	was called with;
associatedMusicalArtist	was called back;
associatedMusicalArtist	then called up;
associatedMusicalArtist	now called;
associatedMusicalArtist	part called;
associatedMusicalArtist	was called before;
associatedMusicalArtist	now called [[det]];
associatedMusicalArtist	called from;
associatedMusicalArtist	to perform [[prp]];
associatedMusicalArtist	to perform [[num]];
associatedMusicalArtist	to perform [[adj]];
associatedMusicalArtist	to perform [[con]];
associatedMusicalArtist	[[mod]] perform;
associatedMusicalArtist	perform [[det]];
associatedMusicalArtist	to perform [[det]];
associatedMusicalArtist	[[mod]] perform [[prp]];
associatedMusicalArtist	to perform on;
associatedMusicalArtist	[[con]] perform;
associatedMusicalArtist	[[mod]] perform with;
associatedMusicalArtist	to perform for;
associatedMusicalArtist	to perform;
associatedMusicalArtist	backed;
associatedMusicalArtist	stints with;
associatedMusicalArtist	[[adj]] stints at;
associatedMusicalArtist	[[num]] stints with;
associatedMusicalArtist	[[adj]] stints;
associatedMusicalArtist	[[num]] stints at;
associatedMusicalArtist	had stints in;
associatedMusicalArtist	[[adj]] stints in;
associatedMusicalArtist	[[adj]] stints with;
associatedMusicalArtist	stints at;
associatedMusicalArtist	had stints at;
associatedMusicalArtist	had stints with;
associatedMusicalArtist	had stints;
associatedMusicalArtist	dissolved [[det]];
associatedMusicalArtist	[[det]] dissolved;
associatedMusicalArtist	[[det]] use of;
associatedMusicalArtist	that use;
associatedMusicalArtist	to use [[adj]];
associatedMusicalArtist	to use with;
associatedMusicalArtist	to use [[det]];
associatedMusicalArtist	to use [[con]];
associatedMusicalArtist	[[mod]] use [[det]];
associatedMusicalArtist	to use;
associatedMusicalArtist	use [[det]];
associatedMusicalArtist	to use [[pro]];
associatedMusicalArtist	[[adj]] use [[con]];
associatedMusicalArtist	s use of;
associatedMusicalArtist	to use [[prp]];
associatedMusicalArtist	made use with;
associatedMusicalArtist	made use of;
associatedMusicalArtist	[[mod]] use as;
associatedMusicalArtist	[[con]] use;
associatedMusicalArtist	[[det]] use [[con]];
associatedMusicalArtist	to use to;
associatedMusicalArtist	made use;
associatedMusicalArtist	[[adj]] use;
associatedMusicalArtist	[[pro]] use of;
associatedMusicalArtist	[[mod]] use;
associatedMusicalArtist	[[det]] trio of;
associatedMusicalArtist	[[det]] trio;
associatedMusicalArtist	[[det]] team s;
associatedMusicalArtist	[[mod]] team up;
associatedMusicalArtist	to team up;
associatedMusicalArtist	to team against;
associatedMusicalArtist	[[adj]] team of;
associatedMusicalArtist	[[adj]] team [[adj]];
associatedMusicalArtist	[[mod]] team against;
associatedMusicalArtist	of team;
associatedMusicalArtist	[[mod]] team with;
associatedMusicalArtist	to team with;
associatedMusicalArtist	[[det]] team with;
associatedMusicalArtist	team with;
associatedMusicalArtist	[[prp]] team of;
associatedMusicalArtist	s team against;
associatedMusicalArtist	[[num]] team [[con]];
associatedMusicalArtist	s team [[con]];
associatedMusicalArtist	[[con]] team;
associatedMusicalArtist	team of;
associatedMusicalArtist	for team;
associatedMusicalArtist	team along;
associatedMusicalArtist	[[det]] team which;
associatedMusicalArtist	team [[con]];
associatedMusicalArtist	[[adj]] team [[con]];
associatedMusicalArtist	[[det]] team of;
associatedMusicalArtist	against team;
associatedMusicalArtist	with team;
associatedMusicalArtist	[[prp]] team;
associatedMusicalArtist	team up;
associatedMusicalArtist	artists like;
associatedMusicalArtist	of artists like;
associatedMusicalArtist	[[adj]] artists like;
associatedMusicalArtist	with artists like;
associatedMusicalArtist	artists like [[con]];
